,u_userId,u_phonePrice,u_browserLifeCycle,u_browserMode,u_feedLifeCycle,u_refreshTimes,u_newsCatInterests,u_newsCatDislike,u_newsCatInterestsST,u_click_ca2_news,i_docId,i_s_sourceId,i_regionEntity,i_cat,i_entities,i_dislikeTimes,i_upTimes,i_dtype,e_ch,e_m,e_po,e_pl,e_rn,e_section,e_et,label,cillabel,pro
1834,172449,14,17,10,11,2,50,0,sdv-pii-3lir5,sdv-pii-ol9kg,sdv-pii-oxiad,1965164902d42d0d79297690050e4af60fb6e505,0,19,sdv-pii-88dvx,9,9,11,18,202,4,1062,3,1,202206081096,-1,-1,0
1835,225544,16,14,14,12,9,0,0,sdv-pii-eodmb,sdv-pii-mebwg,sdv-pii-3o44v,e9b246565ea0affb4340f5ce05711f06c0a579a1,0,122,sdv-pii-g06iv,9,2,13,17,286,3,1721,2,0,202206080705,-1,-1,0
1836,228079,15,17,14,11,0,98,0,sdv-pii-rn3xl,sdv-pii-0c2kl,sdv-pii-q5k0n,d83013098cdde04685a556bc61b720d38c86530b,495,219,sdv-pii-0ei4a,2,0,13,18,127,8,2575,2,0,202206081745,-1,-1,100
1837,238365,10,16,14,17,2,177^206^16^211^30,0,sdv-pii-yeh1j,sdv-pii-oh637,sdv-pii-xasyi,1a3af1f28e25bedb03dc170b923e9c2c819b805f,1960,194,sdv-pii-vvabt,6,2,13,20,1423,6,2549,4,0,202206080978,-1,-1,0
1838,217594,11,17,14,11,5,78^168^203^0^191,0,sdv-pii-k11uk,sdv-pii-bdfdj,sdv-pii-ieij6,c12d13f89a8c88d9d74374ff7e50185146642fb8,15,171,sdv-pii-5iq0b,0,9,13,15,132,9,591,4,0,202206081457,-1,-1,0
1839,177759,14,15,14,17,6,86^65^199^63^109,0,sdv-pii-n7vmz,sdv-pii-t83p9,sdv-pii-3iisy,8ce2b932cd326f76a36fd36662b84257e27d8815,3187,34,sdv-pii-wobzd,3,0,13,20,1387,18,2914,2,0,202206082048,-1,-1,100
1840,276006,16,17,14,17,4,216^0^171^78^0,65,sdv-pii-58ayy,sdv-pii-cs2x5,sdv-pii-r8vkr,7c660d6a3deaa17bc11329e02198c3c68c273264,1761,88,sdv-pii-99ych,8,0,13,20,667,7,2596,5,0,202206081202,-1,-1,0
1841,248629,14,17,14,17,8,49^168^77^0^195,0,sdv-pii-6w3mg,sdv-pii-dpugj,sdv-pii-qgb9d,9959f2ef265e8c0d277f00e7dc06290698cdf089,0,91,sdv-pii-ydzyd,0,6,13,20,1004,7,2434,9,0,202206081914,-1,-1,0
1842,168733,10,17,16,17,6,27^27^27^98^27,0,sdv-pii-98on5,sdv-pii-g25fy,sdv-pii-canw8,a6f40e36a4df17eb23baceafa8b8a839ff05d4fa,1,117,sdv-pii-jioqp,0,0,13,15,539,3,569,2,0,202206082162,-1,-1,0
1843,224547,10,17,14,17,2,86^98^78^112^112,0,sdv-pii-9acym,sdv-pii-fwhc9,sdv-pii-cbypr,32821a20916400e7432f2284a15af0143e2c0150,352,80,sdv-pii-vn83b,3,2,11,20,1201,8,1063,2,0,202206081983,-1,-1,0
1844,169494,14,17,14,17,3,140^56^30^111^16,0,sdv-pii-6h8it,sdv-pii-rj9wy,sdv-pii-5ir78,436e73013ef1a2604c91f765d8e6424460d09a17,3187,216,sdv-pii-titqa,0,8,13,14,26,10,605,4,0,202206081156,1,-1,0
1845,183147,12,17,16,17,4,39^86^168^152^56,0,sdv-pii-o0sla,sdv-pii-oe5oc,sdv-pii-gvqyb,772b4a2593c3aa2590291f25d4bbc463a9ac49a2,0,45,sdv-pii-y2ovq,0,1,13,14,1060,4,2433,2,0,202206080616,-1,-1,0
1846,161660,16,14,16,14,0,213^96^96^206^117,0,sdv-pii-aciv5,sdv-pii-iwppj,sdv-pii-nqm52,be0a6f86f8c0b8abb0f90f562c171764766d418a,1415,219,sdv-pii-jhc3b,0,8,13,16,195,5,1525,2,1,202206082115,-1,-1,0
1847,267682,16,17,14,17,9,65^220^168^50^155,0,sdv-pii-ag9rz,sdv-pii-ke7ij,sdv-pii-dsfaq,05f6f1edca4463229c16103cf2f718359795da74,3187,94,sdv-pii-mh0te,9,7,13,19,1405,5,814,2,0,202206081508,-1,-1,0
1848,244539,14,17,14,17,0,65^65^168^123^21,0,sdv-pii-mm5ue,sdv-pii-cxzdi,sdv-pii-r45jk,fb9e931ea391faa3721cb9030738783293385dea,447,81,sdv-pii-orn2f,1,9,13,18,225,9,1781,9,0,202206081949,-1,-1,0
1849,275329,14,17,14,17,4,168^20^171^98^17,0,sdv-pii-o9xct,sdv-pii-z5ji4,sdv-pii-77nac,39c20be9cce448a7128ede705bc005bbd0a60a63,367,76,sdv-pii-9b1hi,3,0,10,20,1077,11,140,2,0,202206080274,-1,-1,0
1850,108835,10,16,14,13,7,65^152^16^168^199,0,sdv-pii-4ko5j,sdv-pii-zzt2l,sdv-pii-1xdlg,20f2dccfc6385cd39c86ce8988673c49e3729591,0,173,sdv-pii-7gre4,9,0,11,17,1374,5,1596,5,0,202206081168,-1,-1,0
1851,256996,14,17,14,17,9,78^98^98^98^199,0,sdv-pii-tuiek,sdv-pii-of4yk,sdv-pii-13xit,36b9517e10cad6753181fb61f68ec8d18216ecc3,3187,210,sdv-pii-vflvs,2,2,13,16,1383,10,1109,2,0,202206080776,1,-1,0
1852,248105,14,17,14,17,0,216^0^171^100^59,0,sdv-pii-o3xbt,sdv-pii-2avqb,sdv-pii-brb07,58f6c6757dd0d0b121c3fdf7c393d5fff7edb661,1590,209,,0,0,13,18,1097,6,268,2,0,202206081204,-1,-1,0
1853,214151,14,17,14,17,6,86^88^45^86^119,0,sdv-pii-gwzb5,sdv-pii-w4dos,sdv-pii-0q9l7,206f7bc13ec7c6b136ab04106853d8c6e31fbffd,0,123,sdv-pii-mu2n3,1,4,13,20,1023,5,2395,2,1,202206081769,-1,-1,0
1854,278359,10,17,10,17,6,199^173^168^65^152,0,sdv-pii-k3dhm,sdv-pii-237qv,sdv-pii-6v3yp,11983321656b5d73d2eda73899315aef78e835dc,3187,198,sdv-pii-ez4pb,9,0,13,17,1481,3,104,2,1,202206080900,-1,-1,0
1855,123738,14,11,14,17,0,104^25^112^114^98,0,sdv-pii-3i1f6,sdv-pii-b1bkb,sdv-pii-i6i5m,b30b032e662c115e8d1e996f67a0fb7bb4ae275e,25,44,sdv-pii-x5fxe,0,9,14,18,891,16,2212,2,0,202206081464,-1,-1,0
1856,282885,16,17,14,17,9,57^199^25^56^167,0,sdv-pii-28czc,sdv-pii-oyqft,sdv-pii-yywpe,649d02b90c5b67640c52888c4b91200d886cba83,0,46,sdv-pii-d1x11,9,0,13,18,105,7,967,8,1,202206081611,1,-1,0
1857,179061,14,17,14,17,9,98^65^98^98^57,0,sdv-pii-tdyiu,sdv-pii-n21ms,sdv-pii-krwz1,21ba62803cca397af1c7d2cc15f97251b4385115,1574,107,sdv-pii-u28na,1,2,13,19,1103,7,1020,2,0,202206082259,-1,-1,100
1858,102110,10,17,14,17,0,78^0^98^98^98,0,sdv-pii-bshde,sdv-pii-9kbq2,sdv-pii-jcc1j,24f096cbb6e3fdb0cc6de6230aba49462b546e54,0,210,sdv-pii-0sotf,7,0,13,16,108,5,2210,3,1,202206081617,-1,-1,40
1859,202772,14,17,14,17,9,109^80^74,0,sdv-pii-b5559,sdv-pii-r6nnp,sdv-pii-c3p1p,fb9e931ea391faa3721cb9030738783293385dea,1053,189,sdv-pii-ko7j1,9,9,13,17,1171,16,1483,2,1,202206082143,-1,-1,0
1860,179887,14,17,14,16,0,96^213^0^109^79,0,sdv-pii-k9is5,sdv-pii-iy48v,sdv-pii-fc0qc,772b4a2593c3aa2590291f25d4bbc463a9ac49a2,0,181,sdv-pii-t6f2o,0,2,11,20,1247,8,2786,2,1,202206081677,-1,-1,0
1861,232422,16,17,14,17,5,98,0,sdv-pii-mmm4c,sdv-pii-1qtp8,sdv-pii-sk8xl,06c915cccebc58492214cd3122da3d2812065249,12,181,sdv-pii-du3yb,9,0,13,19,459,5,801,2,0,202206082096,-1,-1,0
1862,146111,15,17,14,17,4,171^220^169^216^35,0,sdv-pii-vw82y,sdv-pii-ilynr,sdv-pii-u4wmv,e9b246565ea0affb4340f5ce05711f06c0a579a1,2971,215,sdv-pii-aq7w5,0,0,11,17,926,12,583,2,0,202206081453,-1,-1,0
1863,197378,14,17,14,17,8,108^211^16^199^65,0,sdv-pii-3aw55,sdv-pii-dljpn,sdv-pii-rzm62,58ad3133d62eb8b16254077e49ece31be9c8e306,0,65,sdv-pii-7yrfp,0,0,13,16,1059,4,589,3,0,202206081785,-1,-1,0
1864,118612,10,17,14,17,6,65^86^86^65^111,0,sdv-pii-xh5h3,sdv-pii-um65f,sdv-pii-abcv3,649d02b90c5b67640c52888c4b91200d886cba83,58,36,,7,7,13,20,590,9,1371,3,0,202206081101,-1,-1,0
1865,104903,14,17,14,17,6,39^16,0,sdv-pii-sv102,sdv-pii-0dnbt,sdv-pii-4m4j7,8bfd032b50b89d2eaa8c957052a757c6739d1438,765,194,sdv-pii-64bm0,0,0,13,15,1157,7,745,2,1,202206081523,-1,-1,0
1866,265752,14,17,10,17,4,112^15^117^78^205,0,sdv-pii-krydm,sdv-pii-9t84n,sdv-pii-tshw4,c4d3ed25402e08c1d3633c806bc0987219a36edb,9,83,sdv-pii-zrm1d,0,0,13,20,535,13,2532,2,1,202206081287,-1,-1,0
1867,231580,14,17,14,17,2,16^168^211^63^0,0,sdv-pii-mfhs2,sdv-pii-66kiq,sdv-pii-9l9pp,e9b246565ea0affb4340f5ce05711f06c0a579a1,353,9,,3,6,13,18,392,10,1981,2,0,202206081724,-1,-1,0
1868,192327,14,16,14,11,7,219,0,sdv-pii-23u0e,sdv-pii-z0v7u,sdv-pii-0fkfw,649d02b90c5b67640c52888c4b91200d886cba83,3187,22,sdv-pii-gfn24,4,4,14,20,112,5,1293,4,1,202206080575,-1,-1,0
1869,139627,16,17,14,17,8,78^168^203^0^191,0,sdv-pii-gfxce,sdv-pii-lh455,sdv-pii-6ex9o,121eacca77fc36a02d7cb6be12d8a9f3b369905a,978,171,sdv-pii-jzz8u,0,0,13,14,1278,8,659,3,0,202206082185,-1,-1,0
1870,248656,10,17,11,17,9,10^168^44^96^191,0,sdv-pii-mqg6f,sdv-pii-60kc7,sdv-pii-utbrc,73d272f209161b6f831f4471cba4bf0ec88e528e,1902,87,sdv-pii-tribi,1,9,11,18,1182,7,1606,2,0,202206081272,-1,-1,0
1871,129367,10,17,14,17,2,220^30^157^173^218,0,sdv-pii-8yvq0,sdv-pii-cjfdb,sdv-pii-8f3ml,acd669df05b510fe7854cbc1a1c8fa6e3508c18a,3187,171,sdv-pii-b4av1,6,9,13,16,923,11,1570,5,0,202206081798,-1,-1,0
1872,102438,10,17,14,17,1,98^98^205^78^57,0,sdv-pii-tslma,sdv-pii-t6lpw,sdv-pii-bkeuc,3a705744387ea91d68ce6b8172b528c53df49185,273,181,sdv-pii-auc0w,0,0,13,20,849,10,2381,4,1,202206082013,-1,-1,0
1873,209646,15,15,14,11,9,65^63^65^65^0,0,sdv-pii-wingk,sdv-pii-mtjle,sdv-pii-7miz6,109e82273c3390cbefcb8658ce12568e83e91d4b,1661,215,sdv-pii-vw3ms,0,3,14,15,1417,2,1964,5,1,202206082056,-1,-1,0
1874,260213,14,17,14,17,8,168^203^50^131^99,0,sdv-pii-srnew,sdv-pii-ss6yf,sdv-pii-76day,f8640277ed0da3c8aa27259ffb6cad9b308ebf1d,3067,26,sdv-pii-6iydc,5,3,13,14,790,10,2223,3,0,202206082314,1,-1,0
1875,163285,10,17,10,17,8,220^30^157^173^218,0,sdv-pii-9u36u,sdv-pii-a2cu4,sdv-pii-vw445,a4db5f674b12a14c7a1954433e671a93ba20aa7f,1,54,sdv-pii-avc21,0,5,13,17,505,9,2812,2,0,202206081236,-1,-1,0
1876,268555,11,17,14,17,3,119^169^27^112^98,0,sdv-pii-f2yjx,sdv-pii-9icu5,sdv-pii-9mae8,fb9e931ea391faa3721cb9030738783293385dea,3187,104,sdv-pii-0bgy3,0,6,13,15,362,7,554,5,0,202206082270,1,-1,20
1877,150882,14,17,10,17,8,0,0,sdv-pii-6jbng,sdv-pii-v8fgr,sdv-pii-8fq1b,acd669df05b510fe7854cbc1a1c8fa6e3508c18a,13,101,sdv-pii-p7l98,0,0,13,14,1422,5,364,2,1,202206081642,-1,-1,0
1878,194929,10,17,10,17,6,0^171^216^59^108,0,sdv-pii-r4hoa,sdv-pii-8jmru,sdv-pii-wzrwq,73d272f209161b6f831f4471cba4bf0ec88e528e,42,49,sdv-pii-4zjk7,9,0,11,18,768,9,1462,2,0,202206081962,-1,-1,0
1879,271499,14,17,14,17,4,98^98^98^78^117,0,sdv-pii-z1lz9,sdv-pii-4dmij,sdv-pii-2ri55,7688083b3c33431c515273d1b258094d55b4cc5d,0,95,sdv-pii-58n4f,7,1,13,20,1077,12,3009,2,0,202206081621,-1,-1,0
1880,271538,14,17,14,17,8,8^78^17^143^152,0,sdv-pii-rzqti,sdv-pii-w4kcp,sdv-pii-b66h8,c07287c465dc24013ec0d11a16ec6b4fb88658be,902,194,sdv-pii-1fx2s,1,0,13,17,665,5,969,5,0,202206080565,-1,-1,0
1881,190080,10,11,14,17,7,98^98^10^86^74,0,sdv-pii-8g4ia,sdv-pii-svf5q,sdv-pii-037qg,206f7bc13ec7c6b136ab04106853d8c6e31fbffd,1,22,sdv-pii-244q8,0,0,11,16,964,10,2712,2,1,202206081093,-1,-1,40
1882,277762,16,17,14,15,4,98^98^98^98^78,0,sdv-pii-c1klr,sdv-pii-xx4xx,sdv-pii-sl8sf,1eba881ea576fc05dfe457dd2111cd1505caa5a8,0,207,sdv-pii-j7fx5,6,2,13,18,1269,11,2708,2,0,202206081502,-1,-1,0
1883,116386,10,17,14,17,4,171^98^143^98^65,0,sdv-pii-byl51,sdv-pii-bqmfl,sdv-pii-lvj2i,d1eab5f8152c78b9a19f78ce07a016ba85b79129,0,161,sdv-pii-drz1w,9,8,13,18,1093,6,1206,3,0,202206082209,-1,-1,0
1884,203690,14,17,14,17,9,169^199^27^39^94,0,sdv-pii-nenmx,sdv-pii-rb170,sdv-pii-uy0k5,a6f40e36a4df17eb23baceafa8b8a839ff05d4fa,28,171,sdv-pii-5u2ay,0,6,13,11,1129,5,1290,2,0,202206082304,1,-1,0
1885,278076,14,11,14,17,9,98^65^98^98^57,0,sdv-pii-5mhrp,sdv-pii-8eibr,sdv-pii-u3bbu,c79f10cf00438f227d16311908a4e5484ed18dda,24,84,sdv-pii-wp7ss,0,2,13,15,233,8,2842,2,0,202206082009,1,-1,40
1886,234286,16,17,10,14,0,171^0^98^65^153,0,sdv-pii-34vl6,sdv-pii-rmbq4,sdv-pii-sjsdt,c3f2bb7a790552e3516456f1064065cc1d2acdd0,31,205,sdv-pii-ejpsw,1,9,14,19,1347,5,769,7,0,202206082236,-1,-1,0
1887,272146,10,17,14,17,8,17^213^98^112^112,0,sdv-pii-7fmom,sdv-pii-y85xx,sdv-pii-khmum,e921c32274251bdd72bdf2ccbba1029f35a0e55c,1141,131,sdv-pii-nj8on,0,4,13,20,1402,21,2388,2,0,202206082285,-1,-1,0
1888,100734,11,11,16,17,0,78^98^98^98^0,0,sdv-pii-2wkgr,sdv-pii-orbmk,sdv-pii-vc986,14cbe3735e6fd61add145586131b3cab9eb4280b,908,207,sdv-pii-1e7ug,1,2,13,17,945,8,1923,2,1,202206080970,-1,-1,0
1889,258652,16,17,14,17,8,98^98^169^98^112,0,sdv-pii-nlwcy,sdv-pii-7htgj,sdv-pii-0trjx,58ad3133d62eb8b16254077e49ece31be9c8e306,605,170,sdv-pii-oq0ni,0,6,13,18,541,12,2882,2,0,202206082055,-1,-1,0
1890,158514,11,17,14,11,9,171^10^98^98^78,0,sdv-pii-x3u3p,sdv-pii-wu05f,sdv-pii-frbo1,36b9517e10cad6753181fb61f68ec8d18216ecc3,24,33,sdv-pii-go2m1,6,0,13,15,267,7,3010,2,0,202206081367,-1,-1,0
1891,259186,10,17,14,11,2,168,0,sdv-pii-er081,sdv-pii-y04z3,sdv-pii-x7k7l,8bfd032b50b89d2eaa8c957052a757c6739d1438,0,167,sdv-pii-vcle0,0,3,13,16,882,8,310,2,0,202206081676,-1,-1,100
1892,165601,11,17,14,17,6,195^78^0^98^117,0,sdv-pii-zpo88,sdv-pii-v8q0r,sdv-pii-mhkbd,11aca0f4949e0dd4154719db7a57268206243822,601,147,sdv-pii-y9frt,9,3,13,14,447,6,892,4,1,202206082140,-1,-1,0
1893,217815,15,17,14,17,8,213^96^96^206^117,0,sdv-pii-qbbad,sdv-pii-sbvf1,sdv-pii-vfxcy,645e57afbbafce5159ab7fe956837c40103f33c9,1785,214,sdv-pii-l9ach,0,9,13,16,270,7,2540,2,0,202206081651,-1,-1,0
1894,260866,14,16,10,17,0,168^112^17^39^10,0,sdv-pii-dfck9,sdv-pii-nh6q2,sdv-pii-h69c4,32821a20916400e7432f2284a15af0143e2c0150,4,139,sdv-pii-vooyz,3,1,11,18,758,3,3041,2,1,202206082108,-1,-1,0
1895,190129,10,17,14,17,6,144^57^57^44^44,0,sdv-pii-geoir,sdv-pii-5bboa,sdv-pii-sbza1,7688083b3c33431c515273d1b258094d55b4cc5d,3157,81,sdv-pii-z5d79,7,7,13,13,170,12,1345,2,0,202206081942,-1,-1,0
1896,255706,10,17,14,17,6,206^213^25^27^96,0,sdv-pii-lqhnx,sdv-pii-odc6z,sdv-pii-t59n7,df7adace3b79e5c31d0e4e9ddc9ca5f45734b084,3187,46,sdv-pii-ymhjv,4,9,13,18,41,7,392,2,0,202206081591,-1,-1,0
1897,166034,14,17,14,14,0,191^36^96^96^27,0,sdv-pii-ku80o,sdv-pii-bywhf,sdv-pii-6mdtg,2685a35abc552810a4452a5960981e462130c263,397,211,sdv-pii-zvemo,3,8,13,20,933,8,3139,2,0,202206081974,-1,-1,100
1898,255682,11,17,10,17,4,86^88^45^86^119,0,sdv-pii-0j9y2,sdv-pii-jgmp8,sdv-pii-q39vd,db3897323724dae8951e29f7139818bf7d96900c,2139,111,sdv-pii-c8yg2,2,9,13,16,339,2,685,5,0,202206081174,-1,-1,0
1899,259469,14,16,14,17,9,10^199^168^79^201,0,sdv-pii-85aqd,sdv-pii-eecpn,sdv-pii-o6qg2,772b4a2593c3aa2590291f25d4bbc463a9ac49a2,3187,216,sdv-pii-8ebf9,0,5,13,16,709,7,2605,2,0,202206081874,1,-1,20
1900,119115,10,17,16,17,6,220^30^157^173^218,0,sdv-pii-s4mx1,sdv-pii-m70u7,sdv-pii-fk9u1,34c7e36ce55e5f2cdd64d65f39f249b7b9fbed43,9,132,sdv-pii-qekcg,0,0,13,19,566,16,1600,2,0,202206081014,-1,-1,0
1901,275941,10,17,14,17,0,98^86^81^41^211,0,sdv-pii-qlcpy,sdv-pii-omghq,sdv-pii-cl614,109e82273c3390cbefcb8658ce12568e83e91d4b,0,76,sdv-pii-u766v,0,7,13,17,1325,3,347,4,0,202206081717,-1,-1,0
1902,122299,16,17,11,17,9,98^98^78^98^140,0,sdv-pii-vai7u,sdv-pii-xie8j,sdv-pii-in9v3,649d02b90c5b67640c52888c4b91200d886cba83,3187,206,sdv-pii-gk8pm,0,3,13,18,615,11,2552,2,0,202206081953,-1,-1,0
1903,208239,11,17,14,17,8,168^78^108^183^94,0,sdv-pii-hkvuk,sdv-pii-9x087,sdv-pii-m93lj,14cbe3735e6fd61add145586131b3cab9eb4280b,754,115,sdv-pii-q1qas,9,4,13,14,226,9,547,3,0,202206081345,-1,-1,80
1904,206265,13,17,14,17,8,49^168^77^0^195,0,sdv-pii-auezq,sdv-pii-lu322,sdv-pii-f2ttx,0dea855e6e3ebbd683a009da861558a52312adbe,136,71,sdv-pii-a4z3c,2,6,13,13,710,8,1121,3,0,202206081572,-1,-1,0
1905,169351,15,17,10,11,0,112^78^98^219^128,0,sdv-pii-lfv8m,sdv-pii-yhb34,sdv-pii-hxgh0,b35eb34fb101c9fc39ee5e837f6aad902d6d8951,1,7,sdv-pii-tafzd,0,0,13,17,1250,10,1505,4,0,202206082233,-1,-1,0
1906,133819,16,17,14,17,1,203^168^21^191^157,0,sdv-pii-kyle8,sdv-pii-31hha,sdv-pii-6c634,e3ed5694ab2a10027f92c8892aced24b46439799,2308,81,sdv-pii-eh4qa,0,8,13,19,1017,16,3062,2,0,202206080573,-1,-1,0
1907,249178,16,17,14,17,9,17^213^98^112^112,0,sdv-pii-m203g,sdv-pii-csw72,sdv-pii-nx881,9c4c4e2467684537554e425a08ef61f0cfee9e7c,1038,32,sdv-pii-ad0e4,2,0,11,16,378,12,2109,2,0,202206082026,-1,-1,0
1908,281039,16,17,14,17,8,168^65^207^50^219,0,sdv-pii-dmb6l,sdv-pii-azse8,sdv-pii-dj5br,645e57afbbafce5159ab7fe956837c40103f33c9,8,169,sdv-pii-8wft8,2,4,11,14,209,2,132,2,0,202206081685,-1,-1,0
1909,242275,10,17,16,17,9,168^203^57^98^57,0,sdv-pii-ghaba,sdv-pii-56bcv,sdv-pii-nbih1,e921c32274251bdd72bdf2ccbba1029f35a0e55c,3187,54,sdv-pii-r30ke,9,9,11,20,1004,8,2505,2,1,202206081743,-1,-1,0
1910,241174,10,17,14,17,4,98^78^98^112^8,65,sdv-pii-nk9xr,sdv-pii-fq30m,sdv-pii-6rz14,1eba881ea576fc05dfe457dd2111cd1505caa5a8,903,128,sdv-pii-wixag,0,0,13,20,1304,15,202,2,1,202206082123,-1,-1,0
1911,124929,11,17,14,17,0,195^49^220^86^86,0,sdv-pii-ss774,sdv-pii-ocfpi,sdv-pii-jf4vl,fb9e931ea391faa3721cb9030738783293385dea,1308,81,sdv-pii-3jwqc,0,5,11,20,715,7,923,2,0,202206082137,-1,-1,0
1912,115521,10,11,14,17,0,131^50^140^218^160,0,sdv-pii-nmdgq,sdv-pii-jdgug,sdv-pii-hf3p0,b35eb34fb101c9fc39ee5e837f6aad902d6d8951,0,208,sdv-pii-q1kfp,0,1,13,16,300,4,1806,2,0,202206082311,-1,-1,100
1913,246468,14,17,14,17,9,17^109^27^27^57,0,sdv-pii-bv8vj,sdv-pii-f4x42,sdv-pii-akvrd,6d8382f7ffdb75d21dd8a7a67d35db67a5cf4b94,970,99,sdv-pii-8b48e,9,1,13,14,322,7,2741,2,1,202206080998,-1,-1,0
1914,108965,11,12,14,16,0,98^98^98^78^98,94,sdv-pii-eba6k,sdv-pii-8whog,sdv-pii-92lr1,a4db5f674b12a14c7a1954433e671a93ba20aa7f,1,186,sdv-pii-1jvvs,8,6,13,19,233,8,364,2,0,202206082240,-1,-1,0
1915,283867,16,17,14,17,4,117^169^219^86^199,57,sdv-pii-l2iyx,sdv-pii-606zt,sdv-pii-erukq,58ad3133d62eb8b16254077e49ece31be9c8e306,3187,169,,3,9,13,20,496,11,2561,2,0,202206080453,-1,-1,0
1916,230100,14,17,14,15,5,171^0^86^220^30,0,sdv-pii-vsd0u,sdv-pii-xhxi5,sdv-pii-l58nh,73d272f209161b6f831f4471cba4bf0ec88e528e,311,215,sdv-pii-rmbnw,9,9,13,20,596,2,2453,6,0,202206080815,-1,-1,0
1917,167100,14,17,14,17,4,104^112^25^98^114,0,sdv-pii-9nh2e,sdv-pii-ei8n6,sdv-pii-zs5i2,649d02b90c5b67640c52888c4b91200d886cba83,1,107,sdv-pii-lt6ue,4,0,10,13,1301,6,1198,2,0,202206080604,-1,-1,20
1918,119562,15,17,14,11,5,171^0^168^100^157,65,sdv-pii-zgx67,sdv-pii-oxgue,sdv-pii-tzw2n,4bce12b0021f97ad6a8483bd284e61093a299ea2,0,208,sdv-pii-0plo5,4,0,13,17,1099,4,1160,2,0,202206080990,-1,-1,0
1919,216178,14,17,14,17,0,220^195^0^86^65,0,sdv-pii-ryr72,sdv-pii-mcj92,sdv-pii-sv0ut,e9b246565ea0affb4340f5ce05711f06c0a579a1,0,74,sdv-pii-zq86w,1,5,13,20,1213,10,301,2,1,202206082122,-1,-1,0
1920,132353,16,17,14,17,8,39^86^71^16^88,0,sdv-pii-aqswi,sdv-pii-5txqv,sdv-pii-ihare,d1eab5f8152c78b9a19f78ce07a016ba85b79129,0,18,sdv-pii-jv295,1,0,11,15,1206,3,2152,2,1,202206081563,1,-1,0
1921,138733,14,17,10,16,9,98^98^57^57^98,0,sdv-pii-zspxi,sdv-pii-oxwnp,sdv-pii-lfzce,9e5226ef81bf205dfe0ceefd6b7124ead82a6416,3187,174,sdv-pii-t96sx,2,9,11,19,981,14,375,2,0,202206081254,-1,-1,0
1922,225816,14,17,14,17,9,168^96^25^112^112,0,sdv-pii-kskwf,sdv-pii-8gy2z,sdv-pii-mczev,fa60a83fac80f3d17e3951b35565f5ef0811fb35,3187,57,sdv-pii-b96mq,3,8,13,20,998,6,1469,3,1,202206082182,-1,-1,0
1923,104901,15,17,16,17,4,50^219^10^173^114,0,sdv-pii-d4b3u,sdv-pii-lkw42,sdv-pii-4uyvn,8d0f9bbaa0d1009d003f47ad647a23cd8c8968b1,1,177,sdv-pii-km1eg,0,5,13,20,810,9,675,4,0,202206081353,-1,-1,0
1924,157271,10,11,10,11,7,216^0^117^59^7,0,sdv-pii-x5nc1,sdv-pii-4yxcw,sdv-pii-iag3g,645e57afbbafce5159ab7fe956837c40103f33c9,73,163,sdv-pii-ap251,6,0,13,19,1003,4,372,4,1,202206081389,-1,-1,0
1925,168216,13,17,16,17,9,98^98^98^78^117,0,sdv-pii-vx0f0,sdv-pii-ovp1e,sdv-pii-huhs9,8b723b66c439b6c87564bd024c13157b16d20923,841,220,sdv-pii-t6mq4,0,8,13,19,1112,5,3084,3,0,202206082127,-1,-1,0
1926,140770,10,16,16,17,0,199^39^168^194^36,0,sdv-pii-gtsdp,sdv-pii-7l5dq,sdv-pii-jsnk1,2febe59427e5128ab51def35a29893248f810bcb,0,50,sdv-pii-v01d2,0,8,13,17,288,8,1670,2,0,202206082029,-1,-1,0
1927,192497,14,17,14,17,0,65^0^169^65^65,171,sdv-pii-n7p3w,sdv-pii-tkqqg,sdv-pii-yvlcq,32821a20916400e7432f2284a15af0143e2c0150,0,12,sdv-pii-b574t,5,1,13,18,1058,5,440,2,1,202206081096,-1,-1,0
1928,175793,15,15,14,17,0,216^0^213^199^0,0,sdv-pii-rqc21,sdv-pii-hc4ni,sdv-pii-2j0jd,649d02b90c5b67640c52888c4b91200d886cba83,3187,135,sdv-pii-fjsft,9,9,14,20,1443,14,1166,3,0,202206081207,-1,-1,0
1929,284483,16,17,10,16,9,112^191^143^16^220,0,sdv-pii-fvyaf,sdv-pii-ld0c4,sdv-pii-xmji2,17e2096e1166ac681f04f5c8e25d2a00f5110f9e,48,150,sdv-pii-ztk6a,3,3,13,15,557,10,1581,3,0,202206082115,-1,-1,0
1930,182320,10,17,14,17,6,213^57^98^168^203,0,sdv-pii-z0bq7,sdv-pii-bt15c,sdv-pii-i1qqs,d02d0b89d4b75b3538b02e7fac3d5b0822f6bf04,0,32,sdv-pii-5xfv2,1,9,11,17,515,15,696,2,1,202206080344,1,-1,0
1931,260578,14,17,14,16,0,173^145^199^119^7,0,sdv-pii-kv2ag,sdv-pii-kmhzi,sdv-pii-xt07x,fb9e931ea391faa3721cb9030738783293385dea,48,207,sdv-pii-lzkq9,0,0,11,17,434,7,873,2,1,202206081857,-1,-1,0
1932,174015,10,16,14,11,0,78^27^25^0^182,0,sdv-pii-1leq7,sdv-pii-z0u01,sdv-pii-kwyl7,8bfd032b50b89d2eaa8c957052a757c6739d1438,81,72,sdv-pii-nnlhp,0,9,13,20,1385,4,1614,3,0,202206080937,-1,-1,0
