,log_id,label,user_id,age,gender,residence,city,city_rank,series_dev,series_group,emui_dev,device_name,device_size,net_type,task_id,adv_id,creat_type_cd,adv_prim_id,inter_type_cd,slot_id,site_id,spread_app_id,hispace_app_tags,app_second_class,app_score,ad_click_list_v001,ad_click_list_v002,ad_click_list_v003,ad_close_list_v001,ad_close_list_v002,ad_close_list_v003,pt_d,u_newsCatInterestsST,u_refreshTimes,u_feedLifeCycle
999,344272777,0,100513,3,2,14,314,2,12,6,32,233,1870,7,33517,10491,2,1025,5,65,1,285,49,15,10.0,35176^18047^33264^29073^35465,1036^1216^1466^1717^1044,114^312,24107,1218,173,202206031054,98^98^94^186^44,1,17
1000,671376065,0,100834,6,2,24,175,3,12,6,28,305,2400,7,33695,20459,8,1717,5,52,1,172,46,18,10.0,28148^33083^25955,1819^1112^1014^1114^1611,114^298^152^162^168,24107,1218,173,202206031157,168^110^104^39,9,17
1001,981434712,0,101359,5,2,24,217,5,29,6,32,195,2313,7,32088,14950,8,1307,5,46,1,125,35,14,10.0,19117^10196^35062^30157^35991,1363^1105^1244^1914,309^190^157^280,24107,1218,173,202206030780,171^86^112^51^86,6,17
1002,179212615,0,100871,6,2,30,130,5,33,5,17,196,2418,7,12292,22961,7,1352,4,15,1,197,44,20,10.0,19117^10196^35062^30157^35991,1121^1340,280^114^304,24107,1218,173,202206030427,205^20^78^27^27,6,17
1003,159999610,0,100606,3,4,32,134,2,34,2,15,268,1644,7,17537,21592,8,1271,5,23,1,335,41,19,0.0,36132^29524^18800^27169^33968,1041^1232^1618^1964^1036,190^257,24107,1411^1466^1345^1955^1067,173,202206030874,195^168^98^98^128,2,17
1004,167640303,0,100265,8,2,15,172,2,25,2,30,247,1130,3,12209,11595,8,1020,4,53,1,363,37,22,10.0,34999^21493^20284^10873^30172,1690^1537^1964^1573,152^305^162^367^190,24107,1218,173,202206031010,63^207^220^153^168,6,17
1005,439558176,0,101177,3,2,29,155,3,12,3,27,131,1751,7,11629,15512,10,1522,5,28,1,161,48,22,10.0,24653^20191^27418^26163^14199,1034^1236^1173,162^280^327^344^305,24107,1218,173,202206030761,65^112^10^44^219,3,15
1006,429391681,0,100890,8,2,23,147,2,30,3,29,246,1877,4,14735,16843,2,1408,3,36,1,309,14,21,0.0,11623^13391^22937^15355^12298,1709^1195^1916^1014^1836,152^309^114^162^349,24107,1218,173,202206029931,194^86^112^119^114,9,17
1007,675343340,0,101121,5,2,45,195,5,33,4,28,198,2389,7,31886,12638,10,1170,5,21,1,298,27,22,10.0,17020^34290^27258^30157^34041,1522^1914^1717^1875^1065,190^312^186^179^150,24107,1218,173,202206030379,56^114^108^168^140,9,17
1008,850291047,0,100057,6,2,16,245,3,14,5,13,171,2121,7,26877,16797,8,1593,4,13,1,315,14,20,10.0,15764,1942,198^321^114^312^106,24107,1218,321,202206030929,16^173^168^151^65,7,17
1009,615948478,0,101008,3,2,16,189,3,13,6,29,159,2315,7,14465,10436,8,1258,4,64,1,343,16,18,10.0,23416^20596^34721^18277^28274,1301^1036^1650^1511,312^162^208^168^321,24107,1218,173,202206030464,157^39^192^199^44,0,11
1010,621601406,0,100022,3,2,23,325,5,21,2,18,252,2501,7,32901,17546,8,1627,4,62,1,335,31,20,10.0,14737^25802^32492^13240^33873,1126^1037^1730^1719^1382,312,24107,1218,173,202206031091,16^173^168^151^65,4,17
1011,353751473,0,101384,3,2,40,123,5,12,8,26,322,1807,7,29547,10657,5,1690,4,20,1,106,48,19,10.0,11434^31342^23565^35828^15203,1481^1577^1650^1624^1498,111^162,24107,1218,173,202206031050,25^169^168^116^67,9,17
1012,768286873,0,100650,3,2,29,136,2,29,3,14,326,1413,7,18879,19866,8,1124,4,13,1,225,37,18,10.0,23988^32794^20558^30988^20072,1557^1036^1795^1511^1522,325^327,24107,1218,173,202206030929,65^173^171^168^56,7,17
1013,794603629,0,100032,8,2,44,313,2,24,2,20,112,1589,7,17490,18988,8,1266,4,21,1,371,29,15,10.0,34099^24055^16066^33968^34597,1858,312,24107,1218,173,202206031131,171^65^199^186^112,8,17
1014,341507234,0,101186,8,2,29,240,2,33,2,16,194,2324,7,26875,19718,8,1067,5,28,1,316,28,17,10.0,10807^24608^20119^14384^30824,1028^1380^1597,162^305^240^114^321,24107,1218,173,202206030519,171^86^112^109^56,0,17
1015,571190116,0,100914,6,4,13,110,2,14,6,29,169,1073,7,33261,19008,8,1958,5,68,1,214,40,18,10.0,36132^31314^13379^19030^31470,1996^1078^1170^1962^1426,298,24107,1218,173,202206031304,98^168^63^65^220,7,17
1016,460742641,0,100879,5,2,26,400,2,26,3,19,311,1163,7,34362,12497,8,1541,4,14,1,254,39,21,10.0,29156^24330^31740^18952^36314,1913^1356^1982^1340^1216,184^309^344^304,24107,1218,173,202206030877,199^21^168^112^208,9,17
1017,829915610,0,101131,7,2,16,237,2,24,6,29,127,2559,7,15586,17094,10,2027,4,66,1,123,51,19,10.0,30794^10526^29855^19487^13298,1819^1112^1014^1114^1611,309^162^312^190,24107,1218,173,202206030124,117^17^15^7^86,9,17
1018,277204003,0,101394,8,4,40,329,2,26,3,33,274,2096,7,28672,15785,8,1898,4,18,1,233,49,15,10.0,24075^24498^17926^30426^32776,1205^1172,280^312,15684^26873^20049^24330^15472,1218,173,202206030336,98^168^199^78^112,8,17
1019,422770716,0,100170,2,2,23,350,4,30,2,16,195,1733,7,14990,16289,8,1663,4,13,1,274,40,19,10.0,17324^35367^29928^13697^15603,1949^1023^1542^1532^1061,198^321^114^312^106,35991^24427,1218,173,202206030722,50^199^108^56^140,4,17
1020,979642804,0,100191,7,2,14,212,5,33,6,37,188,1836,7,29098,22657,8,1244,4,57,1,201,50,17,10.0,15764,1008^1635^1548^1666^1230,198^321^114^312^106,24107,1218,173,202206030548,216^206^59^27^112,9,17
1021,566294286,0,100193,6,2,19,166,4,12,8,34,171,2363,4,18384,15453,5,1261,3,69,1,255,30,19,10.0,19771^15661^30907^16661^17440,1944^1094^1982^1692^2042,162,24107,1218,173,202206030361,0,4,17
1022,691550433,0,101571,8,2,37,277,2,32,2,15,124,1920,7,10160,10128,8,1029,5,56,1,287,41,18,0.0,17020^16176^18917^15519^16502,1856,190^312^168,24107,1218,173,202206030914,173^16^116^96^199,2,17
1023,883522839,0,100015,5,4,38,190,2,28,5,15,139,2277,7,28954,23512,8,1136,4,26,1,148,50,18,10.0,14737^25802^32492^13240^33873,1126^1037^1730^1719^1382,114,24107,1218,173,202206031304,16^173^168^151^65,9,17
1024,93849736,0,100477,5,2,33,400,5,16,6,35,332,2437,7,34299,22621,10,1013,4,28,1,125,39,26,10.0,11623^13391^22937^15355^12298,1903^1892^1466^1014^1537,152^309^114^162^349,15684^26873^20049^24330^15472,1218,321,202206030733,78^0^98^88^98,9,17
1025,670474955,0,100470,3,2,19,364,2,16,8,31,202,1928,7,23167,18780,8,1147,3,13,1,108,47,15,10.0,20974^15666^32675^26463,1392^1041^1982^1518^1036,162^197^257^305^199,24107,1218,196^257^301^240^176,202206030267,216^65^168^112^81,9,17
1026,127952066,0,100898,4,2,29,252,4,30,5,33,281,2187,6,30215,10930,10,1062,5,21,1,111,29,16,10.0,24627^28832^16520^11596^33567,1613^1557^1910^1524^1899,317^257^240^198^162,24107,1218,173,202206031169,168^216^98^57^112,9,17
1027,202728879,0,101080,7,2,29,302,3,12,3,31,175,2388,7,18604,13203,8,1948,5,21,1,312,24,15,10.0,15754^29163^35548^12952^10496,1197^1403^1611^1460^1518,190^312^168,15684^26873^20049^24330^15472,1013,173,202206030944,78^98^44^57^98,5,17
1028,140969483,0,100131,6,2,34,310,5,12,2,15,198,2407,3,16645,11697,3,1899,4,16,1,319,17,16,0.0,17421^12384^28148,1487^1511^1423^1518^1766,190,30571^29709^17662^13694^14074,1218,173,202206031343,216^206^59^27^112,3,17
1029,846043584,0,101156,3,2,15,264,2,12,6,32,276,1579,7,35031,10974,10,1759,5,64,1,147,48,18,10.0,22130^24608^11811^19352^29226,1892^1955^1499^1828^1795,190^186^306^114^372,24107,1218,173,202206030757,171^98^98^199^183,7,17
1030,609289047,0,100079,7,2,24,383,3,33,5,20,211,1233,4,22962,11927,10,1154,5,47,1,277,12,18,10.0,13897^16541^35196^24338^26873,1837^1005^1112^2066^1491,293,24107,1218,173,202206030986,216^206^59^27^112,5,17
1031,832033167,0,101460,6,4,43,431,2,16,2,19,141,1658,7,11952,20500,5,1897,5,14,1,317,45,17,10.0,27741^28511^34078^23554^34493,1977^1862^1837^1637,257^176,24107,1218,173,202206029909,98^199^98^86^153,9,17
1032,538702220,0,101046,2,2,41,409,2,22,5,17,316,1942,7,20463,21442,10,1238,3,33,1,185,35,14,10.0,22130^24608^11811^19352^29226,1477^1973^1060^1923^1005,198^321^114^312^106,16146,1411^1466^1345^1955^1067,173,202206030677,157^39^192^199^44,9,17
1033,524345537,0,101319,7,4,19,380,3,15,3,18,346,2052,7,29885,17722,8,1454,4,25,1,141,18,19,10.0,10463^28900^35086^31323^27335,1245,336^162^346,24107,1218,173,202206030198,171^86^112^51^86,5,17
1034,415657306,0,100030,6,2,45,387,5,34,4,21,196,2384,7,21479,10989,3,1281,5,17,1,136,51,19,10.0,24055^14747^13947^26228^31382,1126^1037^1730^1719^1382,312,24107,1218,173,202206030361,16^173^168^151^65,9,17
1035,263485464,0,100368,8,2,13,148,5,15,3,27,244,2140,7,15944,16678,8,1917,4,62,1,201,23,18,10.0,11923^21493^30157^30758^10544,1487^1450^1036,190^208^199^162^152,24107,1218,173,202206030950,168^36^206^161^199,2,17
1036,598579626,0,100408,8,2,19,271,5,29,7,21,304,1482,7,29068,21399,10,1103,4,42,1,367,18,18,10.0,16952^25386^14074^21424,1438^1068^1112^1690^1404,350^190^309^139^280,24107,1218,173,202206031446,78^199^112^112^157,9,17
1037,551941308,0,100122,7,2,19,436,3,13,6,37,145,1952,7,15812,13410,8,1708,5,67,1,103,44,14,10.0,35196^28726^25733^30529,1036^1356^1690^1546^1380,190,24107,1218,173,202206031075,0,0,17
1038,26011752,0,101630,6,2,27,295,4,13,5,17,124,2057,4,25429,20057,10,1345,5,26,1,269,23,15,10.0,26573^15765^24055^19163^20869,1413^1370^1112^1223^1419,162^111^346^197^349,24107,1218,173,202206030378,199^119^58^112^171,8,17
1039,416315972,0,100374,7,2,15,364,4,20,5,13,211,1588,7,15214,20417,8,1259,5,43,1,351,13,23,10.0,17324^35367^29928^13697^15603,1518^1961^1236^1014^1482,344^199^301^162^240,24107,1218,173,202206030537,78^0^0^44^7,3,17
1040,218167643,0,100527,3,4,39,371,3,31,7,20,173,2221,6,30190,18205,8,1384,4,67,1,235,15,27,10.0,24285^11379^25203^35178^14541,1493^1572^1561^1481^1342,190^257,24107,1218,173,202206030920,220^207^142,9,17
1041,356569987,0,101558,8,2,27,130,2,30,3,26,156,2183,7,18635,18511,8,1034,5,39,1,135,47,15,0.0,24495^21172^17926^12566^11144,1858^1082^1036^1392^2001,240^199^372^321^349,24107,1218,173,202206031616,173^16^116^96^199,7,17
1042,474596643,0,100569,7,2,19,350,3,14,6,35,176,1588,7,11600,15393,10,1175,5,17,1,313,32,19,10.0,24998^24627,1195^1613^1149^1036^1795,190^312^162^114,24107,1218,321,202206030890,65^98^57^114^191,4,17
1043,524941780,0,100818,8,2,32,432,2,31,2,21,144,1452,6,11471,12405,5,1137,4,31,1,291,28,18,10.0,11911^33523^10625^18129^28665,2066^1330^1837^1968^1187,196^280^174^190^162,30571^29709^17662^13694^14074,1218,173,202206030584,98^173^211^199^37,9,17
1044,893093929,0,100925,7,2,20,170,5,29,5,30,303,2109,7,24892,10952,10,1529,4,54,1,305,23,18,10.0,35388^23559^34426^13598^14953,1522^1914^1717^1875^1065,257^162^114,24107,1218,173,202206030683,98^78^98^57^206,4,17
1045,909416902,0,101244,5,2,20,132,4,18,6,31,283,2002,6,24261,15912,5,1545,4,65,1,102,31,18,10.0,17624^27335^17926,1613^1557^1910^1524^1899,162^190^240^280^206,24107,1218,173,202206030182,171^86^112^109^56,9,17
1046,206701674,0,100338,5,2,13,218,2,28,8,28,321,1586,7,19285,19215,8,1841,3,42,1,126,35,27,10.0,34999^21493^20284^10873^30172,1653^1227^1036^2017,196^280^174^190^162,24107,1218,173,202206031694,78^0^0^44^7,5,17
1047,614037450,0,100909,8,2,41,282,2,14,2,25,327,2133,7,22619,11667,8,1017,5,23,1,234,24,15,0.0,19051^16307,1795,312^114^367^280^298,24107,1218,173,202206031334,157^215^109^199^168,9,17
1048,291839013,0,100129,9,2,31,228,4,32,3,22,135,1719,7,25082,20051,10,1551,3,56,1,233,16,26,0.0,11623^13391^22937^15355^12298,1230^1169^1518^1036^1244,309^162^312^190,24107,1218,173,202206030867,199^169^119^147^86,4,17
1049,429669972,0,100101,3,2,27,316,2,31,7,24,143,1825,7,12626,11949,10,1131,5,14,1,240,36,16,10.0,29476,1036,305^327^344^317^301,24107,1218,173,202206030481,57^98^22^98^112,3,17
1050,377023333,0,100052,8,2,43,427,2,34,2,16,170,2255,4,35583,22330,8,1124,4,34,1,203,52,15,10.0,14737^25802^32492^13240^33873,1690^1036^1291^2066,312,24107,1023^1380,173,202206031367,41^37^39^17^98,5,17
1051,996887542,0,101577,2,2,35,203,4,31,3,22,191,1954,7,19776,15318,8,1322,4,67,1,366,47,15,10.0,24495^21172^17926^12566^11144,1112^1036^1005^2042^1513,168^312^309^344,24107,1218,173,202206030494,173^16^116^96^199,9,17
1052,824682861,0,100699,3,2,24,417,5,32,8,19,255,2411,7,17257,13593,8,1678,5,33,1,253,49,16,10.0,29156^24330^31740^18952^36314,1898^1036^1690^1114^1423,309^343^162^199^152,24107,1218,173,202206031123,173^65^171^136^163,6,17
1053,185558111,0,100299,3,2,43,356,2,25,3,31,278,1130,7,13893,12340,7,1569,4,26,1,370,26,17,10.0,11314^16979^27223^26153^14383,1949^1023^1542^1532^1061,190^325^257,24107,1218,173,202206030327,63^207^220^153^168,8,17
1054,794537249,0,101189,6,2,27,285,3,24,5,17,180,1490,6,34152,17833,8,1457,5,16,1,267,14,21,10.0,25770^19700^28379^10619^25170,1892^1955^1499^1828^1795,212^190^301^132^306,24107,1218,173,202206030879,86^112^173^191^168,4,17
1055,118548894,0,100023,6,2,37,166,4,13,3,28,293,2008,7,32460,23421,8,1181,5,15,1,112,47,19,0.0,14737^25802^32492^13240^33873,1126^1037^1730^1719^1382,293,24107,1218,173,202206030435,112^27^27^25^39,8,17
1056,773327397,0,101030,7,2,15,220,5,26,2,25,159,1974,4,15337,11916,10,1053,5,53,1,367,48,17,10.0,34510^31470^23008^21959^14946,1913^1356^1982^1340^1216,346^306^191^150,24107,1218,173,202206030656,98^173^211^199^37,9,17
1057,527690578,0,100055,7,3,44,217,2,17,8,34,209,1434,6,21004,14242,5,1690,4,41,1,106,27,16,10.0,24055^14747^13947^26228^31382,1126^1037^1730^1719^1382,312,15684^26873^20049^24330^15472,1218,173,202206031051,98^78^98^168^112,9,17
1058,200114171,0,100218,3,2,18,123,5,27,4,17,216,1636,7,29598,18892,10,1683,5,13,1,272,22,18,0.0,11623^13391^22937^15355^12298,1230^1169^1518^1036^1244,198^321^114^312^106,24107,1218,173,202206031311,30^98^219^220^65,7,17
1059,562197326,0,100044,6,2,41,222,4,30,2,22,302,1896,4,12145,22626,8,1353,4,61,1,245,48,22,0.0,31706^11939^19171,1342^1106^2035,312^309^372^298^344,24107,1391,321,202206030948,98^78^98^168^112,8,17
1060,502476708,0,101066,7,2,38,258,5,34,7,14,317,1704,7,10629,21223,10,1523,3,14,1,110,22,16,10.0,17624^27335^17926,1082^1535^1795,257^176,24107,1023^1380,173,202206030577,65^65^98^66^151,9,17
1061,689369797,0,100156,8,2,24,321,5,20,7,25,141,1547,7,12380,16446,8,1207,4,26,1,333,29,14,10.0,35176^18047^33264^29073^35465,1230^1169^1518^1036^1244,306^240^150,24107,1218,173,202206031067,98^78^98^0^208,5,16
1062,342195169,0,101237,8,4,40,312,4,12,6,21,127,2536,7,35863,22522,10,1326,5,44,1,129,47,26,10.0,21728^29399^16146^29263^35422,1423^1126^1961^1106^2066,212^190^301^132^306,24368,1218,173,202206030588,98^98^78^50^44,4,17
1063,363157932,0,100415,4,2,16,134,5,33,2,13,111,2147,7,30893,21986,5,1153,4,39,1,341,22,16,10.0,20974^15666^32675^26463,1913^1356^1982^1340^1216,152^305^162^367^190,24107,1218,173,202206030523,63^207^220^153^168,9,16
1064,508879239,0,100514,8,2,27,121,5,14,7,35,115,2045,4,34650,18687,10,1186,5,57,1,226,14,19,10.0,22937^23632^30157,1230^1169^1518^1036^1244,162^280^327^344^305,24107,1218,173,202206030740,98^98^94^186^44,5,17
1065,202686448,0,100468,5,2,13,287,4,33,3,28,176,2479,6,31901,16851,10,1738,5,17,1,278,18,14,10.0,11623^13391^22937^15355^12298,1518^1036^2066,332^212^325^312^114,24107,1218,173,202206030808,65^173^171^168^56,9,17
1066,340899700,0,100094,3,2,16,152,5,34,2,32,308,1922,7,20397,11182,8,1845,4,13,1,356,27,15,10.0,14737^25802^32492^13240^33873,1126^1037^1730^1719^1382,305^327^344^317^301,24107,1218,173,202206031367,41^37^39^17^98,0,17
1067,277626741,0,100373,7,2,25,209,3,12,8,23,148,2522,7,17614,18175,8,1867,4,65,1,372,41,16,10.0,33599^17335^29636,1653^1227^1036^2017,190^350^344^162^132,24107,1218,173,202206031046,65^173^171^168^56,9,17
1068,745867406,0,100219,7,2,36,142,2,20,8,29,171,2193,6,33719,16118,8,1397,5,25,1,101,23,17,10.0,13897^16541^35196^24338^26873,1942,190^325^257,24107,1218,173,202206031192,65^98^86^104^39,5,17
1069,409248861,0,101519,5,2,14,113,4,25,8,32,331,1593,3,35650,14070,8,1012,5,13,1,354,36,16,10.0,24495^21172^17926^12566^11144,2057^1535^1590,317^212^121^162^306,24107,1218,173,202206030788,171^78^216^71^121,9,16
1070,203517532,0,100463,8,2,13,116,4,33,3,29,324,2470,7,32919,18756,8,1417,4,27,1,110,51,15,10.0,18800^33380^22139^34426^15999,1694^1363^1223^1498,312^304,24107,1218,173,202206031018,63^207^220^153^168,7,17
1071,3728853,0,100676,7,2,15,258,4,18,6,28,207,1219,7,36220,13108,8,1909,3,17,1,228,40,14,10.0,23266^25445^28290^11125,1653^1227^1036^2017,321^246^240^114^312,24107,1218,173,202206030270,65^173^171^168^56,6,17
1072,576571332,0,101550,5,2,34,362,4,13,8,32,134,2398,7,36118,19696,8,1718,5,68,1,195,33,15,10.0,24075^24498^17926^30426^32776,1041^1106^1032^1611^1392,304^162^321^190,24107,1218,173,202206031208,98^168^199^78^112,9,17
1073,25111461,0,101174,3,2,36,176,5,16,6,34,295,2412,7,13079,19392,8,1202,5,63,1,152,35,15,10.0,13726^28165,2035^1690^1036^1502^1669,190^168^114^240^257,24107,1218,173,202206030636,27^86^98^27^78,8,17
1074,834384844,0,101140,7,4,21,318,3,28,3,21,343,2192,7,22860,21151,10,1015,3,47,1,101,24,26,0.0,35176^28722^35140^16541^14787,1438^1466^1404^1112^1636,347^132^301^162^271,24107,1218,173,202206030306,65^65^98^66^151,3,17
1075,525547319,0,100939,5,2,37,250,2,32,2,14,194,1372,7,16187,20695,10,1009,5,17,1,149,34,25,10.0,32492^10683^29524^34745^25802,1477^1973^1060^1923^1005,162^312,24107,1819,173,202206030968,171^98^98^199^183,9,17
1076,147602373,0,101363,5,2,30,359,2,34,2,21,322,1880,7,24539,11407,8,1149,4,20,1,326,27,15,10.0,36351^13312^24407^26873^25449,1875^1223^1499^1795^1236,367^162^312^168^114,24107,1218,173,202206030697,98^168^199^78^112,6,17
1077,254887355,0,101085,4,4,17,251,3,16,5,19,286,1108,3,31464,15550,8,1403,4,34,1,290,40,20,10.0,25770^19700^28379^10619^25170,1898^1036^1690^1114^1423,111^162,24107,1218,173,202206031274,171^98^98^199^183,8,17
1078,104533078,0,101182,2,2,19,292,2,21,8,23,242,2480,7,15337,23369,10,1551,4,68,1,214,34,14,10.0,34382^21762^28481^16549^34848,1220^1779,301^121^246^312^114,24107,1819,312^305^168,202206030049,98^65^220^98^7,9,11
1079,968108931,0,100634,3,2,17,225,3,12,4,20,294,2355,4,34489,13656,8,1749,4,59,1,119,25,20,10.0,34515^29448^32895^10769^32842,1438^1068^1112^1690^1404,198^321^114^312^106,24107,1218,173,202206030827,65^173^171^168^56,9,17
1080,639978831,0,100329,5,4,25,108,4,31,5,19,110,2502,7,29208,18707,8,1903,4,29,1,347,40,15,10.0,11623^13391^22937^15355^12298,1438^1068^1112^1690^1404,162^312,24107,1218,173,202206030954,63^207^220^153^168,3,17
1081,726702644,0,101069,5,2,23,330,2,22,8,32,121,2324,7,31874,19495,8,1495,5,66,1,312,40,16,10.0,33320^14356^26904^12816^19879,1060^1899^2066^1774^1482,198^162,24107,1218,173,202206030608,157^39^192^199^44,5,17
1082,617637527,0,100919,4,2,15,386,5,25,6,30,136,2509,4,12553,10223,3,1079,4,17,1,129,30,24,10.0,11623^13391^22937^15355^12298,1380^1036^1173^2066,152^325^162^176^250,24107,1218,196^257^301^240^176,202206031092,86^8^168^39^128,8,17
1083,462478377,0,101586,7,2,17,207,4,28,2,18,163,1154,4,11860,15007,5,1588,3,15,1,294,18,24,10.0,35422^36344^26780,1858^1082^1036^1392^2001,306^162^312,16146,1023^1380,173,202206030499,173^16^116^96^199,2,17
1084,353360148,0,100088,7,2,29,289,5,33,7,17,203,2469,7,34102,23329,7,1235,5,18,1,341,17,22,10.0,32490^25752^23338^16927^15323,1532^1392^1023^1795^1696,306^162^114^152^344,24107,1218,173,202206030678,98^78^98^168^112,3,17
1085,867454666,0,100636,6,2,19,205,3,12,3,30,133,2231,7,12774,17616,10,1674,4,17,1,355,13,16,0.0,35330^29524^36353^15603^12537,1034^1236^1173,152,24107,1218,173,202206030564,65^98^57^114^191,9,17
1086,968674316,0,100234,3,2,17,355,5,15,5,26,180,2272,6,12379,21491,8,1735,3,60,1,110,13,30,0.0,19771^15661^30907^16661^17440,1639^1363^1155^1481,168^344^301^184^225,24107,1218,173,202206030915,78^98^116^38^94,7,17
1087,896921222,0,100620,6,2,46,422,4,32,2,16,285,1651,7,28869,20156,10,1697,3,29,1,101,49,16,0.0,12825^13723^23653^27223^32443,1230^1023^1767^1106^1645,114^298^152^162^168,24107,1218,173,202206030877,98^27^78^199^168,5,17
1088,197531509,0,100765,7,2,16,166,5,32,5,30,299,2175,7,10804,12505,10,1322,4,14,1,355,14,18,10.0,32879^26873^34471^24498^23988,1487^1450^1036,168^114^321^312,35991^24427,1218,173,202206030358,12^98^57^37^74,4,17
1089,768835702,0,100390,9,2,41,344,5,27,5,16,189,2335,6,31232,12535,7,1664,5,13,1,247,41,16,0.0,34515^29448^32895^10769^32842,1481^1699^1656^1877^1385,190^174^152^162^132,24107,1218,173,202206030952,168^36^206^161^199,6,17
1090,290424675,0,100275,6,4,27,157,5,17,2,17,173,2533,7,29089,14229,10,1839,5,33,1,310,21,20,10.0,31224^36353^28665^15061^34909,1694^1363^1223^1498,309^162^312^190,24107,1511^1369^1216,173,202206030523,219^112^199^112^168,2,17
1091,227187935,0,100639,5,2,27,300,5,15,5,13,116,2194,7,25656,20139,8,1089,4,39,1,262,31,20,10.0,30683^23523,1481^1699^1656^1877^1385,190^168^152^246^132,24107,1218,173,202206030755,205^98^108^199^37,9,10
1092,567496575,0,101032,8,2,17,361,5,20,7,33,266,1274,7,32031,19076,3,1748,3,28,1,173,45,19,10.0,33562^35882^24249^35422^22840,1613^1161,162^328^312,24107,1218,173,202206031030,195^112^153^116^119,6,17
1093,115401012,0,100014,5,2,13,117,2,32,6,22,324,2202,7,13174,21203,8,1211,4,22,1,108,51,14,10.0,14737^25802^32492^13240^33873,1036^2066^1498^1482^1518,305^327^344^317^301,24107,1218,173,202206030651,98^78^168^8^0,4,17
1094,769223183,0,101556,7,2,44,437,3,20,5,29,209,1752,7,27723,18354,10,1049,3,16,1,288,21,18,0.0,17020^16176^18917^15519^16502,1557^1190^1823^2066^1482,176^306^141,30571^29709^17662^13694^14074,1218,173,202206030096,195^40^78^98^16,5,17
1095,116146773,0,101206,8,4,31,386,2,32,2,13,292,1092,7,27370,10704,10,1073,3,14,1,172,50,20,10.0,34510^31470^23008^21959^14946,2066^1330^1837^1968^1187,162^321,24107,1218,173,202206030690,65^112^10^44^219,2,17
1096,561604023,0,100323,5,2,19,221,5,13,5,33,171,1778,4,18314,21223,8,1498,4,14,1,372,33,14,10.0,34365^16066^25770^26252^35922,1949^1023^1542^1532^1061,190^312^162^114,24107,1218,173,202206030500,112^78^112^86^57,9,17
1097,237249296,0,100975,5,2,18,355,5,33,7,17,111,1174,7,10368,15822,10,1505,5,17,1,133,33,23,10.0,11923^21493^30157^30758^10544,1493^1572^1561^1481^1342,190^162^121^168,24107,1218,173,202206030709,78^98^98^57^128,5,17
1098,465547000,0,100065,4,2,13,242,4,17,4,21,201,2245,4,15617,18721,8,1328,5,28,1,250,39,14,10.0,19427^36257^17020^14787^20072,1858,293,24107,1218,173,202206031866,98^66^168^65^71,2,15
1099,129902055,0,100132,8,2,13,149,5,18,2,23,334,2251,7,21294,15096,10,1037,4,21,1,189,41,23,10.0,24553^12211^21323^33052^27898,1767^1535^1188^1040^1036,293,24107,1218,196^257^301^240^176,202206031635,78^199^112^112^157,4,17
1100,572442974,0,100694,8,4,16,302,4,30,8,20,299,2133,6,26994,12229,3,1390,4,13,1,224,35,20,10.0,24285^11379^25203^35178^14541,1493^1572^1561^1481^1342,162^306,24107,1218,173,202206031885,65^199^168^65^21,5,16
1101,170199735,0,100593,8,2,25,209,2,30,2,17,127,1836,7,14942,13117,8,1789,4,21,1,298,28,14,10.0,26994^23801^29996^17972^31751,1034^1236^1173,162^257,24107,1218,173,202206030568,168^216^98^57^112,5,17
1102,539849564,0,101227,8,2,13,189,4,21,8,18,109,1366,7,18089,21000,5,1035,4,45,1,345,39,26,10.0,34800,1036^1963^1201^1423^1573,168^312^309^344,24107,1218,173,202206030738,98^98^78^50^44,7,17
1103,87898933,0,101353,8,2,27,177,5,12,6,35,166,1505,7,27919,18415,8,1983,4,20,1,356,44,18,10.0,30794^10526^29855^19487^13298,1438^1041^1537^2056^1542,198^162,24107,1218,173,202206030656,25^169^168^116^67,0,12
1104,805303393,0,100592,4,2,13,223,4,29,3,26,182,2496,3,11509,10485,8,1843,4,18,1,193,37,17,10.0,36353^23923^28290^36061^30157,1231^1411^1672^1513^1039,196^280^174^190^162,24107,1218,173,202206030236,96^171^206^172^57,7,17
1105,471215041,0,101128,4,2,36,328,2,34,7,13,149,2330,7,17678,14642,3,1490,4,52,1,290,34,16,10.0,10807^24608^20119^14384^30824,1197^1403^1611^1460^1518,114^298^152^162^168,24107,1218,173,202206030683,86^112^173^191^168,7,17
1106,401961773,0,100232,5,2,17,395,4,12,3,25,183,1455,4,17763,21834,10,1934,4,14,1,269,45,16,0.0,14748^35040^34315^26095,1295^1891^1535^1542^1944,168^344^301^184^225,24107,1218,173,202206030784,171^27^27^168^25,9,17
1107,46087405,0,101208,2,2,38,255,2,18,3,16,128,1816,7,15684,19094,8,1400,4,24,1,138,45,20,10.0,32414^20883^33764^30212^10625,1863^1036^1887^1007^1426,162^190^240^280^206,24107,1218,173,202206030791,98^65^220^98^7,9,17
1108,340300523,0,100136,8,2,30,107,5,21,8,33,265,2346,7,24045,12171,8,1774,5,67,1,252,31,16,10.0,17421^12384^28148,1532^1392^1023^1795^1696,332^317^162,24107,1218,173,202206030840,41^37^39^17^98,7,17
1109,51872732,0,101132,3,2,16,279,3,12,6,36,274,1860,7,10280,22892,10,1232,4,17,1,364,40,24,10.0,23060^35196,1926^1230^1223^1466^1875,168^162^152^114^312,24107,1218,173,202206031021,65^112^10^44^219,9,15
